"source_uri","embedding_text"
"docs_key://automation/me_c_mk2/alarms/GROUP-N0-MOPA.html","Alarm GROUP-N0-MOPA



GROUP: Net A not connected to MOPA.

Alarm GROUP-N0-MOPA
===================

GROUP: Net A not connected to MOPA.

Description
-----------

MOP not connected to network A  
  
This group alarm is raised because both EICU A and EICU B report, that the MOP is disconnected from network A. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- MOPA Controller failure.  
- Network failure.

Effect
------

No effect on engine performance.   
No MOP redundancy.

Suggested actions
-----------------

If network A is the only failing network, check:  
- Cabling   
- MOP network connector   
- MOP network card."
"docs_key://automation/me_c_mk2/alarms/ACU2-1204-404.html","Alarm ACU2-1204-404



ACU\* / I/O Configuration / Ch33,1204-4,Lube Oil Pressure (bar) / Suprv. Ch33,1204-4,Lube Oil Pressur.

Alarm ACU2-1204-404
===================

Suprv. Ch33,1204-4,Lube Oil Pressur.

Description
-----------

The alarm indicates that the signal from the sensor connected to the specified channel is outside the legal range. The sensor should give a signal between 4 mA to 20 mA.

Cause
-----

Most probably a failure in the cabling to the sensor, or  
failure of the sensor, or missing sensor power supply, or  
failure of the input of the ACU2 Controller.

Effect
------

Supervision of pump inlet pressure is missing. Make sure that the pump has inlet oil supply.

Suggested actions
-----------------

Check the cabling to the sensor, according to the installation drawings.  
Check that the sensor has sufficient power supply (if it is a 2-wire sensor, the supply is integrated in the signal).   
Check the current into terminal ""C"" of the channel. It must be within 4 mA and 20 mA.   
If the current is above or below the range, the current out of the sensor must be checked.  
If the current into the ACU2 Controller is within the range, while the alarm is present, the ACU2 Controller may be damaged and must be replaced."
"docs_key://automation/me_c_mk2/alarms/ACU1-L2-12.html","Alarm ACU1-L2-12, ACU2-L2-12, ACU3-L2-12



ACU\* / Liner Wall Monitoring / CCU12-LinerWall Temp.2 Dev.

Alarm ACU1-L2-12, ACU2-L2-12, ACU3-L2-12
========================================

CCU12-LinerWall Temp.2 Dev.

Description
-----------

LWM - Unstable liner surface temperatures- TT 8821.

Cause
-----

- Possible scuffing indication.

Effect
------

- Extensive Cylinder Liner Wear.

Suggested actions
-----------------

- Increase cylinder oil feed-rate.  
- Decrease Pmax for the unit in question.  
- Reduce chief index limit on specific cylinder in relation to actual engine load.  
- Perform drain oil analysis, all units.  
- Perform piston ring inspection at first opportunity."
"docs_key://automation/me_c_mk2/alarms/ACU1-SInvParm.html","Alarm ACU1-SInvParm, ACU2-SInvParm, ACU3-SInvParm, CCU1-SInvParm, CCU2-SInvParm, CCU3-SInvParm, CCU4-SInvParm, CCU5-SInvParm, CCU6-SInvParm, CCU7-SInvParm, CCU8-SInvParm, CCU9-SInvParm, CCU10-SInvParm, CCU11-SInvParm, CCU12-SInvParm, CWCU-SInvParm, ECUA-SInvParm, ECUB-SInvParm, EICUA-SInvParm, EICUB-SInvParm, OMCU-SInvParm, SACU1-SInvParm, SACU2-SInvParm, SCSU1-SInvParm, SCSU2-SInvParm, SCSU3-SInvParm, SCU1-SInvParm, SPCU-SInvParm, SPSU-SInvParm



\* / System / Invalid parameters.

Alarm ACU1-SInvParm, ACU2-SInvParm, ACU3-SInvParm, CCU1-SInvParm, CCU2-SInvParm, CCU3-SInvParm, CCU4-SInvParm, CCU5-SInvParm, CCU6-SInvParm, CCU7-SInvParm, CCU8-SInvParm, CCU9-SInvParm, CCU10-SInvParm, CCU11-SInvParm, CCU12-SInvParm, CWCU-SInvParm, ECUA-SInvParm, ECUB-SInvParm, EICUA-SInvParm, EICUB-SInvParm, OMCU-SInvParm, SACU1-SInvParm, SACU2-SInvParm, SCSU1-SInvParm, SCSU2-SInvParm, SCSU3-SInvParm, SCU1-SInvParm, SPCU-SInvParm, SPSU-SInvParm
=================================================================================================================================================================================================================================================================================================================================================================================================================================================================

Invalid parameters.

Description
-----------

The ACU1 Controller holds invalid parameters. The ACU1 Controller cannot start its application without the correct parameters.

Cause
-----

The alarm is caused from the ACU1 Controller automatically loads the wrong parameter set after a replacement of the ACU1 Controller.

Effect
------

The behaviour of the application in the ACU1 Controller is not correct. The precise effect of this situation is unknown and care should be taken.

Suggested actions
-----------------"
"docs_key://automation/me_c_mk2/alarms/ACU1-SInvParm.html","Cause
-----

The alarm is caused from the ACU1 Controller automatically loads the wrong parameter set after a replacement of the ACU1 Controller.

Effect
------

The behaviour of the application in the ACU1 Controller is not correct. The precise effect of this situation is unknown and care should be taken.

Suggested actions
-----------------

If the involved ACU1 Controller just have been replaced, wait for the automatic preparation to complete. If this takes more than 10 minutes, the LED colour signalling for fault indication should be inspected. If this proves unhelpful, reset the ACU1 Controller unit. If it still does not help, contact MAN-ES."
"docs_key://automation/me_c_mk2/alarms/ACU1-1116-A04.html","Alarm ACU1-1116-A04



ACU / I/O Configuration / Ch25,1116-A,Start Air Dist. In Ser. / Suprv. Ch25,1116-A,Start Air Dist.

Alarm ACU1-1116-A04
===================

Suprv. Ch25,1116-A,Start Air Dist.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Cabling failure, or  
- Sensor failure, or  
- Supervision resistor across the switch is missing, or   
- ACU1 Controller input channel failure.

Effect
------

Reduced system performance.  
Reduced supervision.  
  
NOTE   
Never ignore this alarm. Safety critical issues may arise.

Suggested actions
-----------------

Check:  
- Cabling  
- Sensor  
- Supervision resistor   
- ACU1 Controller input channel: 'Maintenance' -> 'System View I/O Test'  
  
If the problem persists: Replace ACU1 Controller."
"docs_key://automation/me_c_mk2/alarms/ACU1-SFuseF9.html","Alarm ACU1-SFuseF9, ACU2-SFuseF9, ACU3-SFuseF9, CCU1-SFuseF9, CCU2-SFuseF9, CCU3-SFuseF9, CCU4-SFuseF9, CCU5-SFuseF9, CCU6-SFuseF9, CCU7-SFuseF9, CCU8-SFuseF9, CCU9-SFuseF9, CCU10-SFuseF9, CCU11-SFuseF9, CCU12-SFuseF9, CWCU-SFuseF9, ECUA-SFuseF9, ECUB-SFuseF9, EICUA-SFuseF9, EICUB-SFuseF9, OMCU-SFuseF9, SACU1-SFuseF9, SACU2-SFuseF9, SCU1-SFuseF9, SPCU-SFuseF9, SPSU-SFuseF9



\* / System / 24V power supervision / Fuse F9 failure.

Alarm ACU1-SFuseF9, ACU2-SFuseF9, ACU3-SFuseF9, CCU1-SFuseF9, CCU2-SFuseF9, CCU3-SFuseF9, CCU4-SFuseF9, CCU5-SFuseF9, CCU6-SFuseF9, CCU7-SFuseF9, CCU8-SFuseF9, CCU9-SFuseF9, CCU10-SFuseF9, CCU11-SFuseF9, CCU12-SFuseF9, CWCU-SFuseF9, ECUA-SFuseF9, ECUB-SFuseF9, EICUA-SFuseF9, EICUB-SFuseF9, OMCU-SFuseF9, SACU1-SFuseF9, SACU2-SFuseF9, SCU1-SFuseF9, SPCU-SFuseF9, SPSU-SFuseF9
=======================================================================================================================================================================================================================================================================================================================================================================================

Fuse F9 failure.

Description
-----------

Fuse 9 is blown. Fuse 9 protects ACU1 Controller power supply, connector J9.

Cause
-----

- Electrical overload.  
- Short circuit.

Effect
------

Signals received on channel J9 may be faulty.  
Multiple supervision alarms are raised as a consequence of this condition.

Suggested actions
-----------------

Check for short circuits in the external cabling to connector J9.  
Replace fuse."
"docs_key://automation/me_c_mk2/alarms/ACU1-L8-2.html","Alarm ACU1-L8-2, ACU2-L8-2, ACU3-L8-2



ACU\* / Liner Wall Monitoring / CCU2 Liner Wall High limit Temp.2.

Alarm ACU1-L8-2, ACU2-L8-2, ACU3-L8-2
=====================================

CCU2 Liner Wall High limit Temp.2.

Description
-----------

LWM - Unstable liner surface temperatures- TT 8821.

Cause
-----

- Possible scuffing indication.

Effect
------

- Extensive Cylinder Liner Wear.

Suggested actions
-----------------

- Increase cylinder oil feed-rate.  
- Decrease Pmax for the unit in question.  
- Reduce chief index limit on specific cylinder in relation to actual engine load.  
- Perform drain oil analysis, all units.  
- Perform piston ring inspection at first opportunity."
"docs_key://automation/me_c_mk2/alarms/ACU1-826404.html","Alarm ACU1-826404, ACU2-826404, ACU3-826404



ACU\* / I/O Configuration / Ch26,8264,ACOM BN Value Feedback / Suprv. Ch26,8264,ACOM BN Value Feed.

Alarm ACU1-826404, ACU2-826404, ACU3-826404
===========================================

Suprv. Ch26,8264,ACOM BN Value Feed.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Sensor failure, or  
- Supervision resistor across the switch is missing, or  
- ACU1 Controller input channel failure.

Effect
------

- ACOM System may not be working or is not working correctly  
- ACOM Mix may not match what is ordered from ECS  
- Ordered BN Value is set to High BN.

Suggested actions
-----------------

- Check Cabling  
- Check ACOM System."
"docs_key://automation/me_c_mk2/alarms/ACU1-009904.html","Alarm ACU1-009904, ACU2-009904, ACU3-009904



ACU\* / I/O Configuration / Ch35,0099,Prop. Valve Test Setpoint / Suprv. Ch35,0099,Prop. Valve Test S.

Alarm ACU1-009904, ACU2-009904, ACU3-009904
===========================================

Suprv. Ch35,0099,Prop. Valve Test S.

Description
-----------

MBD Special test purposes only.

Cause
-----

MBD special test equipment not connected.

Effect
------

No effect on engine.   
Alarm is only active in ACU1 Controller test mode.

Suggested actions
-----------------

No action required.   
The alarm will disappear when ACU1 Controller is rebooted in normal mode."
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-SPSU.html","Alarm GROUP-N1-SPSU



GROUP: Net B not connected to SPSU.

Alarm GROUP-N1-SPSU
===================

GROUP: Net B not connected to SPSU.

Description
-----------

SPSU not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the SPSU Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- SPSU Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- SPSU Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/ACU1-MBUSFail.html","Alarm ACU1-MBUSFail, ACU2-MBUSFail, ACU3-MBUSFail



ACU\* / System / Modbus Master / Modbus Master failure.

Alarm ACU1-MBUSFail, ACU2-MBUSFail, ACU3-MBUSFail
=================================================

Modbus Master failure.

Description
-----------

Modbus interface fails to operate normally.

Cause
-----

Connection problem  
Wire breakage.

Effect
------

Error in Modbus communication with SCR/EGR.

Suggested actions
-----------------

Check:  
- Cabling."
"docs_key://automation/me_c_mk2/alarms/ACU1-0724.html","Alarm ACU1-0724, ACU2-0724, ACU3-0724



ACU\* / Hydraulic Power Supply / Double pipe press. high.

Alarm ACU1-0724, ACU2-0724, ACU3-0724
=====================================

Double pipe press. high.

Description
-----------

Hydraulic pressure in double pipe is above the limit.

Cause
-----

Pressure has been detected in the outer pipe of the double pipe.  
  
On systems with pressurized outer pipe this could be caused by a blocked line brake valve.

Effect
------

Hydraulic oil leaks from inner to outer pipe.

Suggested actions
-----------------

- Detect leaking seals by isolating each double pipe section one by one  
- Check line break valves."
"docs_key://automation/me_c_mk2/alarms/ACU1-L8-1.html","Alarm ACU1-L8-1, ACU2-L8-1, ACU3-L8-1



ACU\* / Liner Wall Monitoring / CCU1 Liner Wall High limit Temp.2.

Alarm ACU1-L8-1, ACU2-L8-1, ACU3-L8-1
=====================================

CCU1 Liner Wall High limit Temp.2.

Description
-----------

LWM - Unstable liner surface temperatures- TT 8821.

Cause
-----

- Possible scuffing indication.

Effect
------

- Extensive Cylinder Liner Wear.

Suggested actions
-----------------

- Increase cylinder oil feed-rate.  
- Decrease Pmax for the unit in question.  
- Reduce chief index limit on specific cylinder in relation to actual engine load.  
- Perform drain oil analysis, all units.  
- Perform piston ring inspection at first opportunity."
"docs_key://automation/me_c_mk2/alarms/ACU1-0708.html","Alarm ACU1-0708, ACU2-0708, ACU3-0708



ACU\* / Hydraulic Power Supply / Hydraulic leakage [SHD].

Alarm ACU1-0708, ACU2-0708, ACU3-0708
=====================================

Hydraulic leakage [SHD].

Description
-----------

Major leakage from the drip pan below the HPS.

Cause
-----

Hydraulic leakage from one or more engine driven swash plate pumps and/or the start-up pump sets.

Effect
------

ECS will request a cancellable engine shutdown.

Suggested actions
-----------------

Find and repair hydraulic leak."
"docs_key://automation/me_c_mk2/alarms/ACU3-1222-304.html","Alarm ACU3-1222-304



ACU / I/O Configuration / Ch34,1222-3,Swash-Plate Position / Suprv. Ch34,1222-3,Swash-Plate Posi.

Alarm ACU3-1222-304
===================

Suprv. Ch34,1222-3,Swash-Plate Posi.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Cabling failure, or  
- Sensor failure, or  
- Supervision resistor across the switch is missing, or   
- ACU3 Controller input channel failure.

Effect
------

Reduced system performance.  
Reduced supervision.  
  
NOTE   
Never ignore this alarm. Safety critical issues may arise.

Suggested actions
-----------------

Check:  
- Cabling  
- Sensor  
- Supervision resistor   
- ACU3 Controller input channel: 'Maintenance' -> 'System View I/O Test'  
  
If the problem persists: Replace ACU3 Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-NCL-CCU4.html","Alarm GROUP-NCL-CCU4



GROUP: Cyl 4. No Cylinder lubrication.

Alarm GROUP-NCL-CCU4
====================

GROUP: Cyl 4. No Cylinder lubrication.

Description
-----------

No cylinder lubrication  
  
This group alarm is caused by 'No cylinder lubrication', reported by both EICU A and EICU B. To view all alarms in the group: Press +/- at the bottom of the MOP screen.

Cause
-----

CCU 4 is not connected to the Network.

Effect
------

- No lubrication oil is injected  
- Slowdown is requested.

Suggested actions
-----------------

Check CCU4 Controller mode status  
If in test or configuration mode: Restart in normal mode  
If no mode is visible: Wait for CCU4 Controller to finish restart  
If the problem persists: Replace CCU4 Controller."
"docs_key://automation/me_c_mk2/alarms/ACU1-116061.html","Alarm ACU1-116061, ACU2-116061, ACU3-116061



ACU\* / TC Cut Out / Supervision / Opening TCV Time Out.

Alarm ACU1-116061, ACU2-116061, ACU3-116061
===========================================

Opening TCV Time Out.

Description
-----------

Turbocharger cut in operation has timed out when trying to open the Turbine Cut Out Valve.

Cause
-----

- Failure on air supply to valves.  
- Valve failure.  
- Signal or cabling failure on the valve feedback or setpoint.

Effect
------

Turbocharger cut in cancelled by ECS. ECS will now close the Turbine Cut Out Valve and then close the Compressor Cut Out Valve and EGR Blower Bypass Valve.

Suggested actions
-----------------

Investigate Turbine Cut Out Valve."
"docs_key://automation/me_c_mk2/alarms/GROUP-N0-ECUA.html","Alarm GROUP-N0-ECUA



GROUP: Net A not connected to ECUA.

Alarm GROUP-N0-ECUA
===================

GROUP: Net A not connected to ECUA.

Description
-----------

ECUA Controller not connected to network A  
  
This group alarm is raised because both EICU A and EICU B report, that the ECUA Controller is disconnected from network A. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- ECUA Controller failure.  
- Network failure.

Effect
------

If network A is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network A is the only failing network, check:  
- ECUA Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/GROUP-TBIS.html","Alarm GROUP-TBIS



GROUP: Tacho B input slip.

Alarm GROUP-TBIS
================

GROUP: Tacho B input slip.

Description
-----------

Tacho set B is out of adjustment.

Cause
-----

Tacho position signal B does not match the position signals from tacho A and the turning wheel sensor.

Effect
------

The TBIS Controller has switched to tacho set A.   
Redundancy reduced.

Suggested actions
-----------------

If the alarm 'Tacho set A failure' or 'Tacho set B failure' is active: Ignore this alarm.   
  
If this alarm is the only tacho alarm, at first opportunity:   
1. Inspect the mechanical condition of the encoders.   
2. Readjust encoder B  
3. Perform tacho test on MOP:  
Go to 'Maintenance' -> 'Function Test' -> 'Tacho'   
Follow tacho test instructions."
"docs_key://automation/me_c_mk2/alarms/GROUP-FAC-CCU3.html","Alarm GROUP-FAC-CCU3



GROUP: FIVA Amplifier Current Supervision (CCU3) [SLD].

Alarm GROUP-FAC-CCU3
====================

GROUP: FIVA Amplifier Current Supervision (CCU3) [SLD].

Description
-----------

Amplifier current deviates from the current ordered by the CCU.

Cause
-----

- Accumulator pressure too low, or   
- De-aerating orifice in exhaust valve top blocked, or   
- Non-return valves for exhaust valve actuator oil inlet damaged, or  
- No air supply or leaking exhaust valve air spring, or  
- Exhaust valve position sensor failure, or  
- ELVA/FIVA valve failure  
- Amplifier failure, or  
- CCU failure.

Effect
------

Fuel injection stopped on affected cylinder   
Slow-down is requested.

Suggested actions
-----------------

Check:  
- Exhaust valve position sensor  
- Accumulator pressure  
- De-aerating orifice in exhaust valve top  
- Non-return valves for exhaust valve actuator oil inlet  
- Air spring supply pressure and perform drop-down test of exhaust valve spindle.  
- ELFI / FIVA valve  
- Amplifier   
- CCU  
  
To run amplifier function test :  
1. Stop the engine at first opportunity  
2. Go to 'Maintenance' -> 'Function test' -> 'HCU'  
3. Perform amplifier test  
  
Further troubleshooting:   
1. Stop the engine at first opportunity.   
2. Go to 'Maintenance' -> 'Troubleshooting' -> 'HCU'  
3. Activate 'Fuel Plunger' and 'Exhaust Valve' to test failing unit."
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-CCU3.html","Alarm GROUP-N1-CCU3



GROUP: Net B not connected to CCU3.

Alarm GROUP-N1-CCU3
===================

GROUP: Net B not connected to CCU3.

Description
-----------

CCU3 Controller not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the CCU3 Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- CCU3 Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- CCU3 Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/GROUP-NA-CCU11.html","Alarm GROUP-NA-CCU11



GROUP: CCU11 not available.

Alarm GROUP-NA-CCU11
====================

GROUP: CCU11 not available.

Description
-----------

CCU not available on any network.   
  
This group alarm is raised because both EICU A and EICU B report, that the CCU is disconnected from both network A and B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- CCU is restarting after power off/on, or  
- CCU power is off, or  
- CCU failure, or  
- Both networks are disconnected or failing.

Effect
------

No fuel injection.  
Exhaust valve operation may stop.  
Cylinder lubrication may stop.   
Slowdown is requested.

Suggested actions
-----------------

Check:   
- CCU power   
- CCU mode (LED is green)  
- Network cabling   
  
If the problem persists: Replace failing CCU."
"docs_key://automation/me_c_mk2/alarms/GROUP-AR-CCU7.html","Alarm GROUP-AR-CCU7



GROUP: CCU7 not in Normal mode.

Alarm GROUP-AR-CCU7
===================

GROUP: CCU7 not in Normal mode.

Description
-----------

CCU7 Controller is not in normal operating mode  
  
This group alarm is raised because both EICU A and EICU B report, that the CCU7 Controller is not running in normal mode (App. not running on .. ). Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- CCU7 Controller is restarting after power off/on.  
- CCU7 Controller in test or configuration mode.  
- CCU7 Controller failure.

Effect
------

CCU7 Controller not ready.  
Redundancy reduced.

Suggested actions
-----------------

Check CCU7 Controller mode status.  
  
If in test or configuration mode: Restart in normal mode.  
  
If no mode is visible: Wait for CCU7 Controller to finish restart.  
  
If the problem persists: Replace CCU7 Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-ECUB.html","Alarm GROUP-N1-ECUB



GROUP: Net B not connected to ECUB.

Alarm GROUP-N1-ECUB
===================

GROUP: Net B not connected to ECUB.

Description
-----------

ECUB Controller not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the ECUB Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- ECUB Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- ECUB Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-CCU8.html","Alarm GROUP-N1-CCU8



GROUP: Net B not connected to CCU8.

Alarm GROUP-N1-CCU8
===================

GROUP: Net B not connected to CCU8.

Description
-----------

CCU8 Controller not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the CCU8 Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- CCU8 Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- CCU8 Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/GROUP-SP-CCU5.html","Alarm GROUP-SP-CCU5



GROUP: Illegal ELFI/FIVA set point (CCU5) [SLD].

Alarm GROUP-SP-CCU5
===================

GROUP: Illegal ELFI/FIVA set point (CCU5) [SLD].

Description
-----------

Illegal internal ELFI/FIVA set point.  
Risk of untimed fuel injection.  
  
This group alarm is caused by 'Illegal ELFI/FIVA set point'.   
Other alarms in the group are raised as a consequence of this condition. To view all alarms in the group: Press +/- at the bottom of the MOP screen.

Cause
-----

Internal CCU failure.

Effect
------

No fuel injection due to risk of untimed fuel injection.  
  
For FIVA installations:  
- No exhaust valve operation   
- Slowdown is requested.

Suggested actions
-----------------

If the alarm is activated during normal engine operation: Replace CCU."
"docs_key://automation/me_c_mk2/alarms/GROUP-AR-ECUA.html","Alarm GROUP-AR-ECUA



GROUP: ECUA not in Normal mode.

Alarm GROUP-AR-ECUA
===================

GROUP: ECUA not in Normal mode.

Description
-----------

ECUA Controller is not in normal operating mode  
  
This group alarm is raised because both EICU A and EICU B report, that the ECUA Controller is not running in normal mode (App. not running on .. ). Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- ECUA Controller is restarting after power off/on.  
- ECUA Controller in test or configuration mode.  
- ECUA Controller failure.

Effect
------

ECUA Controller not ready.  
Redundancy reduced.

Suggested actions
-----------------

Check ECUA Controller mode status.  
  
If in test or configuration mode: Restart in normal mode.  
  
If no mode is visible: Wait for ECUA Controller to finish restart.  
  
If the problem persists: Replace ECUA Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-FB-CCU10.html","Alarm GROUP-FB-CCU10



GROUP: ELFI/FIVA feedback failure (CCU10) [SLD].

Alarm GROUP-FB-CCU10
====================

GROUP: ELFI/FIVA feedback failure (CCU10) [SLD].

Description
-----------

Abnormal position feedback from ELFI/FIVA valve  
  
This group alarm is caused by 'ELFI/FIVA feedback signal failure'. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Loose connection.   
- Internal ELFI/FIVA-feedback failure.  
  
This alarm also occurs as a consequence of these alarms:   
- Illegal ELFI/FIVA Position  
- Frozen IO Detected.

Effect
------

No fuel injection   
  
For FIVA installations:  
- No exhaust valve operation   
- Slowdown is requested.

Suggested actions
-----------------

Check ELFI/FIVA feedback cabling.   
  
Go to 'Engine' -> 'Status' -> 'Cylinder Value Status' -> 'HCU Status and Reset' to reset failing unit   
  
Further troubleshooting:  
1. Stop the engine at first opportunity   
2. Go to: 'Maintenance' -> 'Troubleshooting' -> 'HCU'   
3. Test failing unit's injection and exhaust valve operation.   
4. Compare signals from failing unit to signals from a well functioning unit.   
  
If the problem persists replace or exchange, one part at a time:   
- ELFI/FIVA valve  
- ELFI/FIVA cabling  
- CCU."
"docs_key://automation/me_c_mk2/alarms/GROUP-AR-SCU1.html","Alarm GROUP-AR-SCU1



GROUP: SCU1 not in Normal mode.

Alarm GROUP-AR-SCU1
===================

GROUP: SCU1 not in Normal mode.

Description
-----------

SCU1 Controller is not in normal operating mode  
  
This group alarm is raised because both EICU A and EICU B report, that the SCU1 Controller is not running in normal mode (App. not running on .. ). Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- SCU1 Controller is restarting after power off/on.  
- SCU1 Controller in test or configuration mode.  
- SCU1 Controller failure.

Effect
------

SCU1 Controller not ready.  
Redundancy reduced.

Suggested actions
-----------------

Check SCU1 Controller mode status.  
  
If in test or configuration mode: Restart in normal mode.  
  
If no mode is visible: Wait for SCU1 Controller to finish restart.  
  
If the problem persists: Replace SCU1 Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-SPSC-ECU.html","Alarm GROUP-SPSC-ECU



GROUP: Standby pump started.

Alarm GROUP-SPSC-ECU
====================

GROUP: Standby pump started.

Description
-----------

The Standby startup pump has been started.

Cause
-----

Master start-up cannot build hydraulic pressure within time limits or cannot maintain hydraulic pressure, because of:   
  
- HPS electric driven start-up pump failure, or   
- Hydraulic leakage.

Effect
------

Engine may be unable to start due to low hydraulic pressure.

Suggested actions
-----------------

Check:  
- If both start-up pumps are running   
- Local pressure gauge on start-up pumps  
- For hydraulic leakages  
  
If hydraulic pressure can be maintained when both pumps are running, switch master pump: 'Auxiliaries' -> 'Hydraulic System'."
"docs_key://automation/me_c_mk2/alarms/GROUP-SD.html","Alarm GROUP-SD



GROUP: Shutdown.

Alarm GROUP-SD
==============

GROUP: Shutdown.

Description
-----------

Shutdown has been ordered.  
  
This is a group alarm caused by a shutdown order from the safety system. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

1. Requested by engine control system due to:   
- Hydraulic leakages from HPS, or  
- System oil inlet pressure too low, or  
- Hydraulic high pressure too low  
  
2. Ordered by safety system.

Effect
------

The engine stops.  
Fuel injection stops immediately.

Suggested actions
-----------------

If the shutdown was requested by the engine control system, check:  
- Hydraulic leakages from HPS  
- System oil inlet pressure   
- Hydraulic high pressure."
"docs_key://automation/me_c_mk2/alarms/GROUP-NA-ECUB.html","Alarm GROUP-NA-ECUB



GROUP: ECUB not available.

Alarm GROUP-NA-ECUB
===================

GROUP: ECUB not available.

Description
-----------

ECU not available on any network.

Cause
-----

- ECU is restarting after power off/on, or  
- ECU power is off, or  
- ECU failure, or  
- Both networks are disconnected or failing.

Effect
------

No ECU redundancy.  
  
Engine driven pump 5 (if fitted) is locked in 'Ahead'.   
If running astern: No hydraulic oil from pump 5.

Suggested actions
-----------------

Check:   
- ECU power   
- ECU mode (LED is green)  
- Network cabling   
  
If the problem persists: Replace failing ECU."
"docs_key://automation/me_c_mk2/alarms/GROUP-PIPS3-ECU.html","Alarm GROUP-PIPS3-ECU



GROUP: Pump inlet pressure sensor ACU3 deviates.

Alarm GROUP-PIPS3-ECU
=====================

GROUP: Pump inlet pressure sensor ACU3 deviates.

Description
-----------

Hydraulic inlet oil inlet pressure sensor values differ from the values on the other pumps.

Cause
-----

- Inlet valve is closed, or  
- Sensor failure.

Effect
------

Engine control system will use the other sensors to evaluate the hydraulic inlet pressure.   
  
NOTE  
If the pump inlet valve is closed, engine start will cause pump cavitation.

Suggested actions
-----------------

Check:  
- Pump inlet valve  
- Pump inlet pressure sensor."
